GridPosition;Quali_Gap_Ratio;TrackTemp;AirTemp;IsRain;Driver_Form_5Races;Team_Form_5Races;Driver_DNF_Rate;Location_Austin;Location_Baku;Location_Barcelona;Location_Budapest;Location_Imola;Location_Istanbul;Location_Jeddah;Location_Las Vegas;Location_Le Castellet;Location_Lusail;Location_Marina Bay;Location_Melbourne;Location_Mexico City;Location_Miami;Location_Miami Gardens;Location_Monaco;Location_Monte Carlo;Location_Montréal;Location_Mugello;Location_Nürburgring;Location_Portimão;Location_Sakhir;Location_Shanghai;Location_Silverstone;Location_Sochi;Location_Spa-Francorchamps;Location_Spielberg;Location_Suzuka;Location_São Paulo;Location_Yas Island;Location_Zandvoort;Time_Ratio
0.047619047619047616;0.0;0.6295666312211132;0.41833153104442644;1;0.15789473684210525;0.1761904761904762;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0
0.19047619047619047;0.023446649471153592;0.6295666312211132;0.41833153104442644;1;0.0;0.1761904761904762;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.00275998288364
0.09523809523809523;0.0031844608055774117;0.6295666312211132;0.41833153104442644;1;1.0;0.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0067793500410307
0.2857142857142857;0.033507291131252254;0.6295666312211132;0.41833153104442644;1;0.631578947368421;0.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0089323740821934
0.42857142857142855;0.017556806034289225;0.6295666312211132;0.41833153104442644;1;0.10526315789473684;0.12380952380952381;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0123665097935235
0.8095238095238095;0.1065808032450774;0.6295666312211132;0.41833153104442644;1;0.2631578947368421;0.0380952380952381;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.012550991483464
0.5714285714285714;0.05128954571814921;0.6295666312211132;0.41833153104442644;1;0.8947368421052632;0.0380952380952381;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0125642693368297
0.38095238095238093;0.03956622098257241;0.6295666312211132;0.41833153104442644;1;0.9473684210526315;0.01904761904761905;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0125920321211392
0.047619047619047616;0.0;0.3037524577593647;0.4153495835233136;1;0.07894736842105263;0.38095238095238093;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
0.3333333333333333;0.04186494703074349;0.3037524577593647;0.4153495835233136;1;0.5526315789473685;0.12857142857142856;0.5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0015074994720634
0.09523809523809523;0.003195113646426372;0.3037524577593647;0.4153495835233136;1;0.02631578947368421;0.38095238095238093;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0016374264548313
0.14285714285714285;0.027770613936227595;0.3037524577593647;0.4153495835233136;1;0.6052631578947368;0.10476190476190476;0.5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0099747543210682
0.6190476190476191;0.06772446495415572;0.3037524577593647;0.4153495835233136;1;0.39473684210526316;0.12857142857142856;0.5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0135671487766162
0.047619047619047616;0.0;0.6477247004440311;0.4356561739659369;0;0.05263157894736842;0.5761904761904761;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0
0.14285714285714285;0.026587925913083947;0.6477247004440311;0.4356561739659369;0;0.3859649122807018;0.2619047619047619;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0011088214738728
0.19047619047619047;0.029241515387775474;0.6477247004440311;0.4356561739659369;0;0.5087719298245613;0.12857142857142856;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0034980136455478
0.38095238095238093;0.044382584743367245;0.6477247004440311;0.4356561739659369;0;0.5614035087719298;0.05714285714285714;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.003720686810383
0.23809523809523808;0.03847704738302471;0.6477247004440311;0.4356561739659369;0;0.3157894736842105;0.19523809523809524;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0042181038206057
0.42857142857142855;0.04958570136040906;0.6477247004440311;0.4356561739659369;0;0.6491228070175439;0.05714285714285714;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0051004651710578
0.5238095238095238;0.05307178949382714;0.6477247004440311;0.4356561739659369;0;0.6842105263157895;0.03333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.005905383218434
0.5714285714285714;0.05832693727703957;0.6477247004440311;0.4356561739659369;0;0.3333333333333333;0.2619047619047619;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0061859968496292
0.2857142857142857;0.039959935618881365;0.6477247004440311;0.4356561739659369;0;0.45614035087719296;0.19047619047619047;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.007064760589425
0.47619047619047616;0.05296772716148638;0.6477247004440311;0.4356561739659369;0;0.5789473684210527;0.12857142857142856;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.007925536275939
0.09523809523809523;0.008142877505670543;0.6477247004440311;0.4356561739659369;0;0.05263157894736842;0.5761904761904761;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0079842341340164
0.9523809523809523;0.06319185131397355;0.6477247004440311;0.4356561739659369;0;0.8070175438596491;0.0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0098468497143591
0.3333333333333333;0.04323789908761793;0.6477247004440311;0.4356561739659369;0;0.3508771929824562;0.19523809523809524;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0101054989857579
0.7142857142857143;0.07443058320678421;0.6477247004440311;0.4356561739659369;0;0.6491228070175439;0.009523809523809525;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.010263604506708
0.8571428571428571;0.08850501365588236;0.6477247004440311;0.4356561739659369;0;0.7719298245614035;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0103287401943808
0.8095238095238095;0.08689204750459939;0.6477247004440311;0.4356561739659369;0;0.7368421052631579;0.004761904761904762;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.010423603506951
0.19047619047619047;0.026322215260008185;0.7138235421276917;0.5832836150186601;0;0.3026315789473684;0.37142857142857144;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0
0.09523809523809523;0.0016226023105484066;0.7138235421276917;0.5832836150186601;0;0.039473684210526314;0.6952380952380952;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0023684685443914
0.047619047619047616;0.0;0.7138235421276917;0.5832836150186601;0;0.17105263157894737;0.6952380952380952;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0040215449918057
0.38095238095238093;0.03760316465715428;0.7138235421276917;0.5832836150186601;0;0.40789473684210525;0.20476190476190476;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0061248521275543
0.42857142857142855;0.03832432123962018;0.7138235421276917;0.5832836150186601;0;0.34210526315789475;0.37142857142857144;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0081861265794407
0.2857142857142857;0.03281262450220181;0.7138235421276917;0.5832836150186601;0;0.4473684210526316;0.2;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0088954542593433
0.14285714285714285;0.02390118959030063;0.7138235421276917;0.5832836150186601;0;1.0;0.2;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0117003517152785
0.6666666666666666;0.04782813477283234;0.7138235421276917;0.5832836150186601;0;0.5526315789473685;0.1523809523809524;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0135451892129494
0.47619047619047616;0.04182708178302635;0.7138235421276917;0.5832836150186601;0;0.2894736842105263;0.24285714285714285;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0137064190600027
0.7619047619047619;0.07026125560597057;0.7138235421276917;0.5832836150186601;0;0.631578947368421;0.06190476190476191;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0145690301094126
0.3333333333333333;0.03525940576413996;0.7138235421276917;0.5832836150186601;0;0.5921052631578947;0.06190476190476191;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0147725017581581
0.5238095238095238;0.049553759452304585;0.7138235421276917;0.5832836150186601;0;0.5526315789473685;0.20476190476190476;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0153429751988345
0.5714285714285714;0.04968253741345902;0.7138235421276917;0.5832836150186601;0;0.42105263157894735;0.24285714285714285;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.0154893576799464
0.047619047619047616;0.0;0.8240801089459884;0.7499079645102771;0;0.042105263157894736;0.8571428571428571;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
0.14285714285714285;0.02054376222731433;0.8240801089459884;0.7499079645102771;0;0.2421052631578947;0.5380952380952381;0.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0043916030413718
0.09523809523809523;0.0017119801856094465;0.8240801089459884;0.7499079645102771;0;0.15789473684210525;0.8571428571428571;0.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0081289249827303
0.047619047619047616;0.0;0.3723819337847914;0.3350566790071326;0;0.010526315789473682;0.8761904761904762;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.0
